,CAND_NAME,CAND_OFFICE_ST,TTL_DISB
3767,"COLLINS, SUSAN M.",ME,834023.73
3768,"KING, ANGUS S. JR.",ME,180532.99
3769,"LINN, MAX MR.",ME,14887.08
3770,"SAVAGE, LISA JILL",ME,0.0
3771,"PETERS, GARY",MI,937825.02
3772,"STABENOW, DEBBIE",MI,1886841.0
3773,"CARR, BOB",MI,39.0
3774,"JAMES, JOHN",MI,1809988.35
3775,"FRANKEN, AL",MN,441420.89
3776,"SMITH, TINA",MN,1532553.32
3777,"BARRETT, ROBERT PAUL MR JR.",MN,264.0
3778,"LEWIS, JASON",MN,210453.25
3779,"ORTMAN, JULIANNE",MN,0.0
3780,"HOUSLEY, KARIN",MN,3175.0
3781,"OVERBY, PAULA MIRARE",MN,2.06
3782,"KLOBUCHAR, AMY",MN,3415434.19
3783,"PAINTER, RICHARD",MN,0.0
3784,"TROOIEN, JERRY",MN,0.0
3785,"SHEPARD, TIMOTHY JACOB",MO,36191.48
3786,"SIFTON, SCOTT MR.",MO,1043042.85
3787,"KELLY, JEWEL WILLIAM JR",MO,13872.23
3788,"KUNCE, LUCAS",MO,5557030.55
3789,"TODER, SPENCER ROSS",MO,1287477.22
3790,"ROSS, GENA DR.",MO,6147.61
3791,"BUSCH VALENTINE, TRUDY",MO,16920549.97
3792,"WRIGHT, CARLA (COFFEE)",MO,10239.19
3793,"LONG, BILLY MR.",MO,2583675.03
3794,"BLUNT, ROY",MO,1270620.42
3795,"STEELMAN, SARAH H",MO,0.0
3796,"GREITENS, ERIC",MO,2297652.93
3797,"SCHMITT, ERIC",MO,6382671.95
3798,"MCQUEEN, ELDON DAN",MO,28368.24
3799,"MCCLOSKEY, MARK T",MO,1105913.7
3800,"HARTZLER, VICKY J",MO,4363255.59
3801,"SIMS, DAVID E. MR.",MO,0.0
3802,"SCHATZ, DAVE",MO,2311160.44
3803,"LONG, BILLY",MO,2583675.03
3804,"HAWLEY, JOSHUA DAVID SEN",MO,8535857.15
3805,"SYKES, B COURTLAND",MO,0.0
3806,"PRICE, STEVEN CRAIG",MO,12823.63
3807,"WOOD, JOHN FREDERICK",MO,292102.36
3808,"EXLEY, ZACK",MO,0.0
3809,"STRAUSS, NICHOLAS CRANE",MO,3198.74
3810,"HARRIS, RONALD",MO,7900.62
3811,"ALLEN, ROBERT",MO,3817.29
3812,"VENABLE, PAUL",MO,7791.43
3813,"ESPY, MICHAEL",MS,279653.7
3814,"MCDANIEL, CHRISTOPHER BRIAN",MS,48.0
3815,"WICKER, ROGER SEN.",MS,776003.69
3816,"HYDE-SMITH, CINDY",MS,731239.29
3817,"BALLARD, JACK",MT,91224.56
3818,"NEUMANN, CORA",MT,1542200.27
3819,"TESTER, R. JON",MT,931363.82
3820,"BAUCUS, MAX",MT,172027.29
3821,"DAINES, STEVE",MT,1158232.37
3822,"MYGLAND, JEREMY",MT,13811.68
3823,"REHBERG, DENNIS RAY",MT,0.0
3824,"DOWNING, TROY",MT,0.0
3825,"ROSENDALE, MATT",MT,1270209.67
3826,"CUNNINGHAM, CAL",NC,125847.64
3827,"SMITH, ERICA DANETTE",NC,955530.25
3828,"JACKSON, JEFF",NC,5566079.41
3829,"EDWARDS, AVA MARIE",NC,1483.3
3830,"LAGRONE, TOBIAS EVERETT DR.",NC,6085.65
3831,"WATKINS, RICHARD LEE DR.",NC,108684.7
3832,"NEWTON, EVERETTE (RETT) S.",NC,191776.27
3833,"BEASLEY, CHERI",NC,38839210.15
3834,"BOOKER, PATRICE CHRELLE",NC,4001.14
3835,"CARR, JAMES LESTER MR. JR.",NC,0.0
3836,"JOHNSON, CONSTANCE LOV",NC,0.0
3837,"ANTOINE, GREGORY DR.",NC,11047.17
3838,"COLON, ROBERT",NC,23601.26
3839,"WILLIAMS, MARCUS W.",NC,3786.77
3840,"SMITH, SANDY",NC,2179804.23
3841,"BRIAN, LEE ANDREA MS",NC,4727.33
3842,"WALKER, BRADLEY MARK",NC,1641864.12
3843,"BORGHESE, RENE",NC,13740.0
3844,"GRIFFITHS, BENJAMIN",NC,5086.12
3845,"MCCRORY, PATRICK LLOYD",NC,4583740.55
3846,"BUDD, THEODORE P",NC,15281152.2
3847,"BANWART, JENNIFER ALEXIS",NC,2681.4
3848,"HARPER JR., KENNETH JABARI",NC,34065.6
3849,"COOKE, JOHN MARTIN MR. JR.",NC,4320.8
3850,"SIBHATU, LICHIA WOLDEGABREAL",NC,2879.45
3851,"EASTMAN, MAJORIE K",NC,855054.67
3852,"BRYANT, LEONARD L",NC,4836.26
3853,"MOSS, CHARLES KENNETH",NC,6355.63
3854,"SHARMA, SIDDHANTH",NC,0.0
3855,"GADDY, SUSAN",NC,85010.97
3856,"BURR, RICHARD M",NC,220943.35
3857,"TILLIS, THOM R. SEN.",NC,928292.2
3858,"HOH, MATTHEW PATRICK MR",NC,183356.84
3859,"RHINEHARDT, KIMREY WOODARD MRS.",NC,1044.81
3860,"WHITE, MARC MICHAEL",NC,784.0
3861,"LEWIS, MICHELLE ESTELLE",NC,18450.41
3862,"HEITKAMP, HEIDI",ND,1994064.26
3863,"STEELE, MICHAEL REVEREND",ND,1579.46
3864,"CHRISTIANSEN, KATRINA",ND,109734.68
3865,"HOEVEN, JOHN",ND,4801695.69
3866,"BECKER, RICK CLARK",ND,550074.16
3867,"CRAMER, KEVIN MR.",ND,329621.93
3868,"BECKER, RICK",ND,276195.2
3869,"SHELTON, ALISHA",NE,360381.22
3870,"NELSON, E BENJAMIN",NE,0.0
3871,"FISCHER, DEBRA S.",NE,577851.83
3872,"SASSE, BENJAMIN E.",NE,367132.89
3873,"WATSON, TODD",NE,21300.0
3874,"SHAHEEN, JEANNE",NH,975057.05
3875,"HASSAN, MARGARET WOOD",NH,38873923.06
3876,"AYOTTE, KELLY A",NH,79063.39
3877,"BOLDUC, DONALD C.",NH,4113560.98
3878,"MESSNER, BRYANT 'CORKY' S.",NH,284526.63
3879,"SIVALINGAM, TEJASINHA",NH,794.78
3880,"SMITH, KEVIN H.",NH,709305.4
3881,"MORSE, CHUCK",NH,1459117.31
3882,"MANSHARAMANI, VIKRAM",NH,697502.52
3883,"FENTON, BRUCE",NH,1756167.32
3884,"SIVALINGAM, TEJASINHA",NH,794.78
3885,"KAUFFMAN, JEREMY",NH,16756.53
3886,"KAHN, KEVIN",NH,3976.6
3887,"BYRNE, BRENDAN THOMAS JR",NJ,265088.43
3888,"HAMM, LAWRENCE MR.",NJ,103.0
3889,"LAUTENBERG, FRANK R",NJ,0.0
3890,"BOOKER, CORY A.",NJ,4209269.48
3891,"MENENDEZ, ROBERT",NJ,719715.75
3892,"ANDREWS, ROBERT E",NJ,220.0
3893,"SINGH, HIRSH V",NJ,2504.79
3894,"MEHTA, RIKIN",NJ,182733.76
3895,"MEISSNER, STUART",NJ,15.83
3896,"GOLDBERG, BRIAN DAVID MR",NJ,102.0
3897,"ZIMMER, DICK",NJ,337.72
3898,"KEAN, THOMAS H JR",NJ,166.0
3899,"SINGH, HIRSH",NJ,2504.79
3900,"BURKE, DANIEL C. MR.",NJ,120.06
3901,"LUJAN, BEN RAY",NM,630762.16
3902,"TOULOUSE OLIVER, MAGGIE",NM,1180.8
3903,"HEINRICH, MARTIN",NM,994457.51
3904,"UDALL, TOM",NM,135217.66
3905,"CLARKSON, GAVIN",NM,7437.29
3906,"MARTINEZ, ELISA",NM,3350.85
3907,"SANCHEZ, LOUIE J",NM,745.61
3908,"RONCHETTI, MARK V.",NM,17735.7
3909,"SOWARDS, GREG",NM,0.0
3910,"WALSH, BOB",NM,2817.97
3911,"ROSE, JERRY",NM,2523.69
3912,"REID, HARRY",NV,105746.37
3913,"CORTEZ MASTO, CATHERINE",NV,59561157.37
3914,"MAHENDRA, SUJEET BOBBY NARENDRA",NV,27.39
3915,"ROSEN, JACKY",NV,2515191.99
3916,"TARKANIAN, DANNY",NV,0.0
3917,"HELLER, DEAN",NV,222033.91
3918,"MENDENHALL, SHARELLE",NV,90076.92
3919,"LAXALT, ADAM",NV,18181323.83
3920,"HOCKSTEDLER, WILLIAM ERIC",NV,123972.14
3921,"HECK, THOMAS",NV,22.55
3922,"LINDEMANN, BARRY",NV,0.0
3923,"CLINTON, HILLARY RODHAM",NY,0.0
3924,"GILLIBRAND, KIRSTEN",NY,690806.2
3925,"SALEM, KHALED MR",NY,38500.0
3926,"MUGULUSI, MOSES R",NY,12316.3
3927,"SALEM, KHALED",NY,38500.0
3928,"SCHUMER, CHARLES E.",NY,38047831.46
3929,"TOWNSEND, JAY",NY,0.0
3930,"LONG, WENDY",NY,871.61
3931,"BEN-AVI, TYRRELL",NY,5781.5
3932,"DRIGGERS, CALVIN JOB",NY,372.35
3933,"EISEN, JOSHUA DR",NY,0.0
3934,"MICI, ALEKSANDER",NY,59910.48
3935,"PINION, JOSEPH III",NY,546596.25
3936,"HILL, BRYAN",NY,1415.77
3937,"SPENCER, JOHN D",NY,0.0
3938,"PIRRO, JEANINE F",NY,0.0
3939,"SPOTORNO, FRANK",NY,0.0
3940,"SARE, DIANE",NY,354875.98
3941,"TAYLOR, RICHARD T",OH,932.71
3942,"RYAN, TIMOTHY",OH,57333582.61
3943,"HARPER, MORGAN",OH,1306244.79
3944,"JOHNSON, TRACI TJ",OH,8933.77
3945,"HACKETT, PAUL III",OH,1756.83
3946,"BROWN, SHERROD",OH,2920807.26
3947,"PORTMAN, ROB THE HONORA",OH,1901227.82
3948,"MANDEL, JOSHUA A.",OH,7627692.65
3949,"PUKITA, MARK MR.",OH,898425.67
3950,"PATEL, NIRANJAN NEIL",OH,85730.65
3951,"THOMPSON, MACKENZIE",OH,13181.92
3952,"TIMKEN, JANE",OH,8698358.22
3953,"MORENO, BERNIE",OH,6860521.98
3954,"VANCE, J D",OH,14826487.09
3955,"HOLT, MIKE",OH,18639.72
3956,"DOLAN, MATT",OH,11200398.56
3957,"GIBBONS, MICHAEL",OH,19281487.04
3958,"RENACCI, JAMES B.",OH,36260.0
3959,"RONAN, SAMUEL",OH,0.0
3960,"FARIS, STEPHEN I MR",OH,6517.69
3961,"BILLINGS, DYLAN DR.",OK,0.0
3962,"BROYLES, ABBY",OK,4503.07
3963,"BOLLINGER, JASON",OK,175320.29
3964,"HORN, MADISON",OK,370833.07
3965,"GLENN, JO STANLEY MS",OK,22372.0
3966,"HORN, KENDRA",OK,1977811.3
3967,"BAKER, DENNIS",OK,17096.31
3968,"WADE, BRANDON",OK,3110.55
3969,"STITT, JJ MR.",OK,0.0
3970,"LAHMEYER, JACKSON RHODES",OK,941191.51
3971,"DAHM, NATHAN",OK,404323.69
3972,"MULLIN, MARKWAYNE",OK,5960343.17
3973,"HOLLAND, LUCAS",OK,1292781.97
3974,"GRAY, ALEX",OK,461229.1
3975,"SHANNON, T.W.",OK,1273007.18
3976,"GRELLNER, RANDY",OK,1277961.73
3977,"PRUITT, SCOTT",OK,166274.26
3978,"INHOFE, JAMES M. SEN.",OK,414163.35
3979,"LANKFORD, JAMES PAUL",OK,4605408.31
3980,"SWEARENGIN, TAMMY",OK,63565.84
3981,"NESBIT, APRIL",OK,520.4
3982,"BLEVINS, KENNETH",OK,1787.69
3983,"WYDEN, RONALD LEE",OR,9392743.56
3984,"MERKLEY, JEFFREY ALAN",OR,1262886.65
3985,"TAHER, IBRAHIM",OR,8153.12
3986,"BEEBE, RODNEY JASON",OR,14359.66
3987,"PALMER, SAMUEL",OR,93577.08
3988,"HARBICK, DARIN",OR,339702.58
3989,"CHRISTENSEN, CHRIS",OR,310.0
3990,"PERKINS, JO RAE",OR,146833.81
3991,"TAHER, IBRAHIM",OR,8153.12
3992,"MCGUIGAN, JOHN DAVID",PA,139228.04
3993,"KENYATTA, MALCOLM",PA,1992176.94
3994,"KHALIL, ALEXANDRIA GLORIA",PA,21479.05
3995,"STREET, SHARIF",PA,375826.97
3996,"BAUMLIN, KEVIN DR.",PA,739675.26
3997,"ARKOOSH, VALERIE",PA,2644314.8
3998,"ORTS, ERIC",PA,244984.87
3999,"LAMB, CONOR",PA,7182029.68
4000,"CASEY, ROBERT P. JR.",PA,2250814.25
4001,"PAWLOWSKI, ED",PA,0.0
4002,"MCGINTY, KATHLEEN ALANA",PA,46378.94
4003,"FETTERMAN, JOHN KARL",PA,73537817.14
4004,"CHRISTIAN, DAVID",PA,0.0
4005,"WELCH, STEVEN D",PA,0.0
4006,"ROSENFELD, MARTIN",PA,10107.8
4007,"GALE, SEAN",PA,55099.43
4008,"JEFFRIES, ROBERT",PA,41887.5
4009,"BARNETTE, KATHY",PA,2463931.69
4010,"HAYES, JAMES EDWARD",PA,11334.13
4011,"PARNELL, RICHARD SEAN",PA,2300310.38
4012,"SNYDER, CRAIG",PA,38648.0
4013,"SANDS, CARLA H",PA,8856510.67
4014,"XU, DAVID",PA,2898.85
4015,"CRUZ, ISRAEL",PA,619.46
4016,"OZ, MEHMET DR",PA,49392954.65
4017,"MCCORMICK, DAVE",PA,20302691.28
4018,"BOCHETTO, GEORGE",PA,929912.59
4019,"TOOMEY, PATRICK JOSEPH",PA,428975.57
4020,"VODVARKA, JOSEPH JOHN",PA,5338.73
4021,"BARTOS, JEFFREY A",PA,3515417.33
4022,"CHRISTIANA, JAMES JOSEPH III",PA,50.0
4023,"STERN, EVERETT",PA,99690.04
4024,"GERHARDT, ERIK",PA,5555.0
4025,"REED, JOHN F.",RI,559584.87
4026,"WHITEHOUSE, SHELDON",RI,664885.95
4027,"WATERS, ALLEN",RI,46359.34
4028,"HARRISON, JAIME",SC,810490.6
4029,"MATTHEWS, KRYSTLE",SC,93163.6
4030,"GETER, ANGELA MS",SC,17118.19
4031,"BRUCE, CATHERINE FLEMING MS.",SC,22150.72
4032,"GRAHAM, LINDSEY O.",SC,7109197.48
4033,"SCOTT, TIMOTHY E.",SC,28689602.53
4034,"AHLERS, DAN",SD,20718.71
4035,"BENGS, BRIAN L",SD,443928.96
4036,"JOHNSON, TIM",SD,-40470.68
4037,"THUNE, JOHN R.",SD,3718090.98
4038,"MOWRY, MARK S.",SD,35448.91
4039,"WHALEN, BRUCE SR.",SD,75564.34
4040,"ROUNDS, MIKE",SD,506735.41
4041,"BOSWORTH, ANNETTE DR",SD,0.0
4042,"BRADSHAW, MARQUITA",TN,16208.96
4043,"MACKLER, JAMES",TN,12298.52
4044,"SETHI, DR. MANNY",TN,9754.07
4045,"GAPP, JOSHUA DOMINIQUE GREGORY",TN,172.22
4046,"HAGERTY, BILL",TN,2391452.53
4047,"FLINN, GEORGE S DR JR",TN,2189.5
4048,"BUSH, BYRON",TN,0.0
4049,"PRESLEY, JOHNNY W",TN,0.0
4050,"ALEXANDER, LAMAR",TN,79748.56
4051,"CORKER, ROBERT P JR",TN,394321.0
4052,"BLACKBURN, MARSHA MRS.",TN,1066102.25
4053,"FINCHER, STEPHEN",TN,53045.03
4054,"FAPARUSI, YOMI DR. SR",TN,0.0
4055,"HEGAR, MARY JENNINGS MJ",TX,270845.59
4056,"EDWARDS, AMANDA",TX,1224.27
4057,"WEST, ROYCE",TX,4645.81
4058,"LOVE, JOHN BENARD III",TX,41776.0
4059,"BELL, ROBERT CHRISTOPHER MR.",TX,2602.45
4060,"RODRIGUEZ-PRILLIMAN, HELI",TX,8345.11
4061,"O'ROURKE, ROBERT (BETO)",TX,0.0
4062,"TZINTZUN RAMIREZ, CRISTINA",TX,22545.32
4063,"CORNYN, JOHN SEN",TX,1317433.07
4064,"CRUZ, RAFAEL EDWARD  TED",TX,19597992.08
4065,"MAPP, CHRISTOPHER KEVIN",TX,17553.98
4066,"STOCKMAN, STEVE",TX,0.0
4067,"MCKENNON, KERRY DOUGLAS",TX,259.71
4068,"MITCHELL, NICHOLAS",UT,15619.05
4069,"WESTON, JOHN",UT,123710.89
4070,"LEE, MIKE",UT,10276243.88
4071,"BARLOW, EVAN",UT,2482.32
4072,"EDWARDS, BECKY",UT,1575649.36
4073,"ISOM, ALLY",UT,733553.18
4074,"HAMBLIN, LAIRD",UT,72.0
4075,"ROMNEY, WILLARD MITT MR",UT,611049.3
4076,"KENNEDY, MIKE",UT,0.0
4077,"MCMULLIN, DAVID EVAN",UT,7571292.63
4078,"KAINE, TIMOTHY MICHAEL",VA,838483.21
4079,"WARNER, MARK ROBERT",VA,752962.08
4080,"BALDWIN, ALISSA",VA,89.22
4081,"WILLIAMS, VICTOR KEITH",VA,851.09
4082,"GADE, DANIEL MACARTHUR MR.",VA,23319.73
4083,"FAULKNER, OMARI",VA,2500.0
4084,"JACKSON, EARL W SR",VA,0.0
4085,"HILL, SHAK",VA,0.0
4086,"SMITH, C.L. CHUCK JR",VA,6173.41
4087,"BARVE, GARY",VA,0.0
4088,"RAIKLIN, IVAN ERIC",VA,0.0
4089,"THRAN, ALEXANDRA NICOLE",VT,27490.1
4090,"WELCH, PETER",VT,3312568.44
4091,"EVANS-FRANTZ, ISAAC",VT,105017.32
4092,"LEAHY, PATRICK J",VT,1014487.63
4093,"BRITTON, LEONARD WHEELER",VT,0.0
4094,"MACGOVERN, JOHN",VT,0.0
4095,"NOLAN, CHRISTINA",VT,405146.04
4096,"TUTHILL, JUSTIN",VT,0.0
4097,"MALLOY, GERALD",VT,408574.33
4098,"MERMEL, MYERS",VT,97517.07
4099,"MCMULLEN, JOHN A",VT,0.0
4100,"COESTER, C. MARK MR",VT,9394.38
4101,"PIERCE, BROCK",VT,1634191.71
4102,"SANDERS, BERNARD",VT,12313844.52
4103,"MURRAY, PATTY",WA,18778781.04
4104,"SLEISTER, NICOLAUS",WA,13553.22
4105,"KIRBY, ROBERT W",WA,168.47
4106,"CANTWELL, MARIA",WA,1127914.02
4107,"CODAY, ARTHUR JR MD",WA,189.0
4108,"SMILEY, TIFFANY",WA,20150770.46
4109,"HAGGLUND, BOB",WA,2205.5
4110,"GREYWOLF, JUSTIN",WA,5661.26
4111,"PAUL, NAZ",WA,31396.98
4112,"NELSON, TOM",WI,1601478.64
4113,"BALDWIN, TAMMY",WI,3580538.7
4114,"BATTINO, GILLIAN M.D.",WI,401753.54
4115,"LASRY, ALEX",WI,18697023.48
4116,"LARSON, CHRISTOPHER",WI,71739.72
4117,"MURPHY, ADAM CHRISTOPHER",WI,231790.37
4118,"PECKARSKY, PETER",WI,347133.63
4119,"LEE, KOU C",WI,26306.92
4120,"BARNES, MANDELA",WI,41437531.87
4121,"LEWIS, CHANTIA",WI,15600.25
4122,"WILLIAMS, DARRELL L. DR.",WI,32865.26
4123,"JOHNSON, RON HAROLD MR.",WI,33830890.07
4124,"FITZGERALD, JEFF",WI,0.0
4125,"BEYER, BRAD",WI,58125.0
4126,"BENEDETTO, ADAM SIIK",WI,80.0
4127,"NICHOLSON, KEVIN",WI,48609.23
4128,"VUKMIR, LEAH",WI,591.96
4129,"LONG, NEAL",WI,29.99
4130,"MANCHIN, JOE III",WV,973313.13
4131,"SWEARENGIN, PAULA JEAN",WV,55958.82
4132,"SWEARENGIN, PAULA JEAN",WV,55958.82
4133,"RAESE, JOHN REEVES",WV,0.0
4134,"CAPITO, SHELLEY MOORE",WV,429215.27
4135,"ROSE, CHRISTOPHER ANDREW",WV,4758.77
4136,"JENKINS, EVAN H",WV,0.0
4137,"LUDWIG, YANA",WY,596.96
4138,"BEN DAVID, MERAV",WY,14278.0
4139,"LUMMIS, CYNTHIA MARIE MRS.",WY,352180.98
4140,"MILLER, BRYAN",WY,0.0
4141,"BARRASSO, JOHN A",WY,1515357.44
4142,"ENZI, MICHAEL B",WY,253421.57
